Time (UTC), WUE (L/kWh)
2022-10-06 10,3.5959722519774577
2022-10-06 11,3.7082434261195867
2022-10-06 12,3.7610422304203426
2022-10-06 13,3.7503812664063583
2022-10-06 14,3.788834414627463
2022-10-06 15,3.7714225417342218
2022-10-06 16,3.7201522240555556
2022-10-06 17,3.662283376520002
2022-10-06 18,3.780034522006052
2022-10-06 19,3.784457625712824
2022-10-06 20,3.792608167001572
2022-10-06 21,3.760889702579693
2022-10-06 22,3.7599158920219775
2022-10-06 23,3.756278816481116
2022-10-07 00,3.762682262345203
2022-10-07 01,3.749814595783572
2022-10-07 02,3.6331092505383915
2022-10-07 03,3.6470508492105465
2022-10-07 04,3.462534740899717
2022-10-07 05,3.398823914321386
2022-10-07 06,3.4718122452152906
2022-10-07 07,3.645526972928683
2022-10-07 08,3.690017830074378
2022-10-07 09,3.689731870577292
2022-10-07 10,3.745625082322542
2022-10-07 11,3.753429315239118
2022-10-07 12,3.811803319263061
2022-10-07 13,3.7554513048708063
2022-10-07 14,3.8390296127025376
2022-10-07 15,3.747283900019748
2022-10-07 16,3.6864847425585427
2022-10-07 17,3.6542661888994887
2022-10-07 18,3.6656632637062136
2022-10-07 19,3.5649885426055423
2022-10-07 20,3.5756219614920655
2022-10-07 21,3.5811255555674153
2022-10-07 22,3.58176806300337
2022-10-07 23,3.5661773202391713
2022-10-08 00,3.5696381354153472
2022-10-08 01,3.5582947550596287
2022-10-08 02,3.5750858852027347
2022-10-08 03,3.5385512577124683
2022-10-08 04,3.49696055882564
2022-10-08 05,3.4997026657297434
2022-10-08 06,3.6348171257009056
2022-10-08 07,3.7707441000669712
2022-10-08 08,3.8925723296480794
2022-10-08 09,3.878740104985661
2022-10-08 10,3.918454587898638
2022-10-08 11,4.060643520317592
2022-10-08 12,4.112584703874199
2022-10-08 13,4.061138846193742
2022-10-08 14,4.151167677166228
2022-10-08 15,4.177606064332192
2022-10-08 16,4.122621434236358
2022-10-08 17,4.076948235590667
2022-10-08 18,4.080284658906136
2022-10-08 19,4.0373149624723785
2022-10-08 20,4.113696583597767
2022-10-08 21,4.069535351167813
2022-10-08 22,4.06915365656875
2022-10-08 23,4.021794133440938
2022-10-09 00,4.063620738915322
2022-10-09 01,4.015904857340798
2022-10-09 02,3.9972222055350346
2022-10-09 03,4.002607115843698
2022-10-09 04,3.942896045621606
2022-10-09 05,3.9951464520084152
2022-10-09 06,4.002605289181201
2022-10-09 07,4.120812831462457
2022-10-09 08,4.166371360600708
2022-10-09 09,4.218345281337672
2022-10-09 10,4.304609721568242
2022-10-09 11,4.314103984053327
2022-10-09 12,4.2443484024470095
2022-10-09 13,4.157462559179422
2022-10-09 14,4.305243538838143
2022-10-09 15,4.2916052105530005
2022-10-09 16,4.238503235477524
2022-10-09 17,4.311210238386314
2022-10-09 18,4.298877322092736
2022-10-09 19,4.252872142551299
2022-10-09 20,4.213070571739443
2022-10-09 21,4.076270648466258
2022-10-09 22,4.039731742668253
2022-10-09 23,3.991990919585946
2022-10-10 00,3.8809594304450936
2022-10-10 01,3.8371341116671616
2022-10-10 02,3.659697331339024
2022-10-10 03,3.6188862562661726
2022-10-10 04,3.5106944021317323
2022-10-10 05,3.4478236903264667
2022-10-10 06,3.777015559492993
2022-10-10 07,4.1761349607456335
2022-10-10 08,4.233438924024356
2022-10-10 09,4.2172618452312856
2022-10-10 10,4.384815243218328
2022-10-10 11,4.352284120769498
2022-10-10 12,4.465230351952493
2022-10-10 13,4.58132886640252
2022-10-10 14,4.552839917293733
2022-10-10 15,4.741607791808971
2022-10-10 16,4.652357970751235
2022-10-10 17,4.770747652249534
2022-10-10 18,4.6889762391246785
2022-10-10 19,4.759587676838919
2022-10-10 20,4.527782491962685
2022-10-10 21,4.342571433959625
2022-10-10 22,4.180245597252052
2022-10-10 23,4.114238368217856
2022-10-11 00,4.141125206532573
