Time (UTC),Carbon (kg/kWh)
2022-10-03 12,0.3954962286633202
2022-10-03 13,0.39004843239365616
2022-10-03 14,0.39819721287056825
2022-10-03 15,0.3232705166564658
2022-10-03 16,0.2601541516088539
2022-10-03 17,0.23770389972323977
2022-10-03 18,0.24308663302286806
2022-10-03 19,0.24070677240933208
2022-10-03 20,0.23786609899090183
2022-10-03 21,0.24957302426831648
2022-10-03 22,0.23636071032081674
2022-10-03 23,0.2353935337084197
2022-10-04 00,0.2717570341611563
2022-10-04 01,0.32411672664212055
2022-10-04 02,0.36105696471001786
2022-10-04 03,0.3638001272426198
2022-10-04 04,0.36122759242768937
2022-10-04 05,0.3557420190338544
2022-10-04 06,0.3578442630888834
2022-10-04 07,0.359109986456129
2022-10-04 08,0.3640653153772219
2022-10-04 09,0.35428836275520603
2022-10-04 10,0.34531967187347035
2022-10-04 11,0.33744236996078414
2022-10-04 12,0.3397643778534525
2022-10-04 13,0.3653374378005117
2022-10-04 14,0.36873892633851496
2022-10-04 15,0.3062726352629983
2022-10-04 16,0.242130161127442
2022-10-04 17,0.24423231450679184
2022-10-04 18,0.2522838777071138
2022-10-04 19,0.26629877328870377
2022-10-04 20,0.2647164230196548
2022-10-04 21,0.25708198902758705
2022-10-04 22,0.24494747043115853
2022-10-04 23,0.2572364024195236
2022-10-05 00,0.28742594410395744
2022-10-05 01,0.30004065182643364
2022-10-05 02,0.3385015888825685
2022-10-05 03,0.34233468370694947
2022-10-05 04,0.34219854667348437
2022-10-05 05,0.3301561903827229
2022-10-05 06,0.3294056008191257
2022-10-05 07,0.3440047977386358
2022-10-05 08,0.356817619732799
2022-10-05 09,0.3512635143125885
2022-10-05 10,0.3557523018716331
2022-10-05 11,0.35842233901784687
2022-10-05 12,0.36784594660926145
2022-10-05 13,0.384511907179216
2022-10-05 14,0.387516810821102
2022-10-05 15,0.3431862135043163
2022-10-05 16,0.2605232387637711
2022-10-05 17,0.2479707160243228
2022-10-05 18,0.2403667814449411
2022-10-05 19,0.24608688457050856
2022-10-05 20,0.23780733778443194
2022-10-05 21,0.23419761107688053
2022-10-05 22,0.2380178460766365
2022-10-05 23,0.26058385021230734
2022-10-06 00,0.2883496381130927
2022-10-06 01,0.3339515646727056
2022-10-06 02,0.3747785246019264
2022-10-06 03,0.37521818689166087
2022-10-06 04,0.379538038218915
2022-10-06 05,0.38098689864005286
2022-10-06 06,0.3784259389837836
2022-10-06 07,0.38039749979624304
2022-10-06 08,0.3835064909778294
2022-10-06 09,0.3808901913156434
2022-10-06 10,0.3859417195835727
2022-10-06 11,0.38963705004148685
2022-10-06 12,0.38703865027708767
2022-10-06 13,0.38502252639586937
2022-10-06 14,0.38258231793744546
2022-10-06 15,0.336719989807141
